,"Cash Flows from/Used in Operating Activities, Direct","Net Cash Flow from Continuing Operating Activities, Direct","Cash Receipts from Operating Activities, Direct","Receipts from Customers, Direct","Receipts from Tax Refunds, Direct","Other Cash Receipts from Operating Activities, Direct","Cash Payments from Operating Activities, Direct","Payments to Suppliers for Goods and Services, Direct","Payments to Employees, Direct","Taxes Paid, Direct","Other Cash Payments from Operating Activities, Direct","Cash Flow from Operating Activities, Indirect","Net Cash Flow from Continuing Operating Activities, Indirect",Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Total Adjustments for Non-Cash Items,"Depreciation, Amortization and Depletion, Non-Cash Adjustment","Depreciation and Amortization, Non-Cash Adjustment","Depreciation, Non-Cash Adjustment","Amortization, Non-Cash Adjustment","Interest and Finance Income/Expenses, Non-Cash Adjustment","Net Investment Income/Loss, Non-Cash Adjustment","Unrealized Gain/Loss on Financial Assets/Liabilities, Non-Cash Adjustment","Gain/Loss for Other Investment, Non-Cash Adjustment","Irregular Income/Loss, Non-Cash Adjustment","Gain/Loss on Disposals, Non-Cash Adjustment","Gain/Loss on Disposal/Sale of Fixed Assets, Non-Cash Adjustment","Write off/Write down/Impairment of Capital Assets Loss/Reversal, Non-Cash Adjustment","Write Down and Write off of Other Assets, Non-Cash Adjustment",Other Non-Cash Items,Changes in Operating Capital,Change in Inventories,Change in Trade and Other Receivables,Change in Trade/Accounts Receivable,Change in Payables and Accrued Expenses,Change in Trade and Other Payables,Change in Trade/Accounts Payable,Change in Deferred Assets/Liabilities,Other Operating Cash Flow,Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,"Purchase/Sale and Disposal of Property, Plant and Equipment, Net","Purchase of Property, Plant and Equipment","Sale and Disposal of Property, Plant and Equipment","Purchase/Sale of Business, Net",Purchase/Acquisition of Business,"Purchase/Sale of Investments, Net",Purchase of Investments,Sale of Investments,Other Investing Cash Flow,Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,"Issuance of/Repayments for Debt, Net","Issuance of/Repayments for Long Term Debt, Net",Repayments for Long Term Debt,Proceeds from Issuance of Long Term Debt,Cash Dividends and Interest Paid,Other Financing Cash Flow,"Cash and Cash Equivalents, End of Period",Change in Cash,Effect of Exchange Rate Changes,"Cash and Cash Equivalents, Beginning of Period",Cash Flow Supplemental Section,"Change in Cash as Reported, Supplemental"
Dividend Yield %,0.011900700109266978,0.011432761967143934,-0.015484961590526671,0.037435462255608086,-0.0034667485656006553,-0.014591356486571193,-0.10981476500330949,-0.10428720582350479,0.022870473021244023,0.041645712239053896,-0.05044735799894376,0.033864967867699595,0.010246633295194093,0.012662134680386825,0.015395880316132877,-0.06603847052800908,-0.06442059966035217,-0.06281779945670961,-0.06370124826514406,0.011473662405686504,0.04621535995030183,-0.007786489913013736,0.01754106797394945,-0.047314087366089615,-0.0062284457003749585,-0.027214016058238262,-0.03242118795319901,-0.00489013599743294,0.018729060805312267,0.021689145450618296,0.041874782749168296,0.04240639631021472,-0.02819555836836932,-0.030465901700485527,-0.034601092617355646,-0.03313379209477349,-0.0429746642337504,-0.010715722695700935,0.0224885366391096,-0.09124375993487926,-0.1377482566387989,0.014844832457582769,0.02144718411318467,-0.01159945653883843,0.048773615567152886,0.07362238977168074,-0.046535760462542305,-0.11761856998629758,0.0467669037124314,0.10099764828868564,0.038031600467839974,0.030040954883352705,0.05064894404796708,0.020536744515802688,0.02063370056875024,-0.0067867106565313185,0.3258662583091839,0.06810322980416389,0.06094207219467155,-0.03577799713837454,0.0022705460938264197,-0.03681615199028051,0.011926320966020141,0.029115677457564302
Market Cap,0.007719617724240185,0.02270464920444616,0.01794355871971498,0.026347986140140774,-0.020316430771944935,0.026068838377502807,0.035601907686167396,0.0366021951236429,0.022431401087639795,0.012803788844334191,0.038878553855256015,0.008342765192477486,0.021077631103850896,0.008365841078555238,0.009903519920296502,0.031985623969461925,0.026720314876701845,0.026973740329169757,0.03794737683468555,0.00443435583401635,-0.005864209540639108,0.02702919462700438,-0.011492134828180747,0.02325980840886088,0.008181611028482782,0.018653978712787764,0.02201945898672778,0.014728434893676355,0.05158393335848762,0.05065918098450713,0.02792468495332256,0.009635579542068666,0.006172716108000525,-0.0031315402882942526,0.013013253712259153,0.023214433765755414,0.010920321170287326,-0.004678686278558631,0.07011246346331468,0.024670500447439188,0.01565166753254879,0.015204693896503023,0.02199079431532221,-0.005917457755618965,0.020299829406034472,0.0044165952290466035,0.01723340944055808,0.0309566994301083,0.01156333407407113,0.015257130785092584,0.040124721822580825,0.03737963627869281,0.032946335287863275,0.027917613649600194,-0.016036932776887117,0.0037181648772238968,0.032113079392352285,-0.004326343414388778,0.03087080731745553,0.03763858428400421,0.009943231670217703,0.027721081251856596,0.03268458382867528,0.021475831821777324
Enterprise Value,-0.007170348511244351,-0.007116898887731581,-0.028733911304855288,0.04052135704569242,0.010558982764061132,0.0005186319277118213,0.015345780753086546,0.04864506626164274,0.017501595236955336,0.016203799102598018,0.014756344447065603,-0.01702993328812457,-0.01200143347632603,0.07369854097278378,0.007786791186279654,0.031713477701792954,0.02909716978326339,0.03028319982551389,0.03413212164997063,0.025199981507849523,0.017232391605916025,0.016634828182295263,0.01674245859380864,0.008630142337702955,0.0069846079613457525,0.04715582249008078,0.03942709228145976,0.007245797762220139,0.07262682468758667,0.06166032243545755,0.010147679053646937,0.011014961708112274,0.008569201456809606,0.009297907267530714,0.037586604356436744,0.03429602778937271,0.03535478156969833,0.005258713978921765,0.06809711484943745,0.008070976799538152,0.004569503988837772,-0.003817080777831088,0.009993617187056025,0.0006892954939025138,0.07336790083745243,0.07486393064446753,0.1019854060072677,0.04354566362805985,0.05182155214597078,-0.009953716269597443,0.0327333961821425,0.04136111588903341,0.03055881017041421,0.02854564670042724,0.011342625869305123,0.03685634300792868,0.03257253816298392,0.003968085396653188,0.01926531490779991,0.019392388994654244,0.008438957888943584,0.028824491182182492,0.03629112586572885,0.009605898208899507
Month End Stock Price.1,0.010557096187351947,0.011248821826868755,0.04629999980271169,-0.03015073493827353,0.023198054002973416,0.01771165113271687,-0.09666281198062827,-0.06940633230441362,0.062288905684862984,0.021182215252771214,0.0056411277837864204,0.012045821503009294,0.011702142061807834,0.008109291638629213,0.06151052611803566,0.009167906640410943,0.012260466111917383,0.012469730751404935,0.013707719430439491,0.03361517801793384,0.020980301606186396,0.021275613233894798,0.024323893827144425,0.016973173016698068,0.013322720992150025,0.026914164940394822,0.01918364774314327,-0.009323760521643357,0.05089159714013266,0.0271012728952061,0.018516867467323717,0.07712946206283298,0.013976552606978106,0.015519653512495953,0.0042547106824195645,0.0003711535728229652,0.0008830209913462039,0.02045346405658448,0.03731833901469571,0.04581378074452898,0.05055143354987263,0.03543859010803893,0.04907918522499244,0.01149732835734064,0.08066027869059435,0.08196050733515771,0.00519053647479232,-0.06175028277117711,0.018767570832305853,-0.01953017319177673,0.041512894675838,0.04155597538561342,0.07167674510983259,0.07238477465620592,-0.03711714661125406,0.032151339484058496,0.04056154624052408,0.12058609849070413,-0.02758479319026656,-0.04675393188243642,0.011865917273330322,0.005035594746568928,0.026817678916816825,-0.031244507923576928
Net Cash per Share,0.0972159337592979,0.10964575275622103,0.2624249995756502,0.050764126394906815,0.13802217429407507,0.20833279705260058,0.20543068459328637,0.12762318672665957,0.18524072110845466,0.033151319134872625,0.16306465726529573,0.11195976657880838,0.10940534956774176,0.10848247499585714,0.026704394709681212,0.12017300074123369,0.04973786432239299,0.0830445157247883,0.10096305109250156,0.1656761427437964,0.12966151651078237,0.158589643506792,0.1003703020998555,0.14936903278600838,0.08579880262188423,0.18611412031634803,0.14424450105922526,0.0382084837947866,0.07736649955501912,0.15723727891261124,0.04301072195709081,0.023948610388428354,0.08549664733978699,0.09329545105640331,0.13678807254042336,0.06657875333565395,0.0894448897818482,0.1207797762400694,0.2020764350938868,0.25844105133548106,0.24208988593409905,0.1180348793094616,0.1440274639151939,0.12896795540503583,0.08884526254426536,0.011910057301624453,0.11798890058386417,0.1312001839353571,0.025600735649709466,0.1430274686981572,0.2988430887586575,0.16642743543985647,0.010251726938043802,0.019847052199591583,0.017755937031577507,0.09826443204091571,0.11975265606233247,0.21566484275070497,0.04204074479283681,0.11190168818812046,0.11739178365415497,0.09440404178456976,0.20028654195796738,0.11333194686355097
Net Current Asset Value,-0.03239219424350159,0.018742928044130115,0.11795589461535858,0.014841373869735677,0.09901461459748319,0.07021598626489609,0.0679322889934467,0.06916660287190056,0.13185028255381376,0.004389872423376868,0.03396352426528367,-0.03026251128437005,0.06806732795875042,-0.014227102127366822,-0.021583530853014496,0.03274513302363462,0.02897322854220523,0.02662180606676913,0.03384492794272305,0.07635593954062898,0.0822324165092237,0.12226881057498576,0.15216530204809622,0.0441958471177202,0.04360009137362877,0.06795623539580857,0.1457903840256084,0.058225568673957125,0.09344728289808824,0.08453766477365113,-0.0073128429961275805,0.013480501833378795,0.03325518627254012,0.10695188364158636,0.027471890166178396,0.02772181321294475,0.05311468584781203,0.15233971627967088,0.05063394888801061,0.18193072895609394,0.11080653885331204,0.13572558595712966,0.13233132254887758,0.07737528505651305,0.07070216336724523,-0.008383651830155735,0.07496647544993168,0.11039063785298116,0.07349073654898561,0.06082411881086248,0.13263358316253035,0.13565713208002175,0.06770553858133732,0.0606373790548232,-0.016857860710420832,0.12451391548538451,-0.003606590686214649,0.038966748536075846,-0.014592298186701417,-0.02110636094687568,0.05536726027529609,0.0406103297895259,0.09392986398717268,-0.00972129266365895
Net-Net Working Capital,0.016737107016525487,0.058220805537143594,0.16897478317565495,0.053058683137920885,0.13560482675683636,0.13719423857960908,0.12122538097903049,0.11967951943457225,0.18228485316723192,0.027725249473232513,0.07943278449206662,0.019191874614906238,0.10181573523274251,0.01690992048394623,0.011414442868553878,0.08481698599533107,0.0733220150053958,0.07397589772128399,0.08178498195854733,0.13931151879962858,0.12748990831551094,0.10052526044615877,0.09622699889082192,0.07441855404120942,0.08184251909134473,0.08977053975462004,0.07841906831769475,0.06697202649958656,0.08196957440473779,0.1253539318672047,0.14836597015599898,0.038402707562116396,0.08990429576724286,0.08978238606362555,0.0809560049990788,0.08451647009317803,0.08222492922348162,0.11338919943227752,0.1338946634828799,0.167242242950915,0.1718757305596091,0.10797057814100684,0.1386093459347422,0.08970562659010929,0.09567173275861389,0.015875149358193244,0.13658744826731892,0.12051647493280383,0.036246885073733325,0.05721873244283125,0.20710424023730095,0.20821002920057335,0.02449501754874274,0.01882697535596984,0.018235036101524278,0.11272957937232833,0.03144730500063178,0.12958314725152364,0.015632065596141193,0.024880208158093307,0.11458261415946439,0.0911062275644739,0.12508657762072078,0.029074113316707145
Intrinsic Value: Projected FCF,0.041101289703592954,0.04469489497815104,0.026101110775495054,0.04824870781386176,0.02845920512944315,0.017928967713174225,-0.0957798271169363,-0.06670835648282059,0.00983629437008647,0.051507801107768675,-0.002834588814470725,0.03438295327287668,0.04356312367021202,0.06261269540289326,0.033912483729628004,-0.011265602821233034,-0.002574084458906588,-0.005635095901918115,-0.009863781317197126,0.028601939997243815,0.01764883800062722,0.00043372308010886443,0.034737122446803145,0.003880564953320403,0.009200997163205745,0.02210067260574161,0.02729421257061515,0.00025808608766415744,0.017658822875101975,0.01718710470499008,0.05392471089957238,0.029808106623672233,0.016000451015166492,0.01612066086922507,-0.01970051462663582,-0.015311525892385972,-0.015391602237252729,0.01459890339445975,0.034066078451430476,0.01055235391544096,0.01786677293643709,0.04601054519081346,0.04529748537832801,0.01909764472199609,0.0802500931268358,0.07110938866676206,-0.016681985746176554,-0.09569966029227682,0.04883502217635904,0.05036004489953473,0.059479318984172275,0.056328559067919434,0.04334655485791604,0.04017893257780492,0.02769277732277575,0.030269986969397485,0.06864053656238592,0.14161561196287628,-0.04327816349099369,-0.052314580449841906,0.016135449486557225,-0.01878142426166873,0.017025721374024468,0.00214212378225089
Median PS Value,-0.014206810368349348,-0.04003670405385618,-0.04516606331257822,-0.004627121178484532,0.011348227372268524,-0.00972835271810149,-0.1194922640237787,-0.08486418871664,-0.008473171637201932,-0.007919255900610985,-0.03007347365600795,-0.019491709464943368,-0.03982731599706211,-0.007270831424697631,0.052379601012125666,0.004113771337039967,-0.002396039995351496,0.006832144589042106,-0.0019873574633511434,0.02936787570686112,0.016724845272664896,-0.01060686213034973,0.03395217338111538,-0.01573795635506071,0.0013091647902011023,0.03197494927061027,0.014442984897934318,-0.025656190314316332,0.0010885047730383552,-0.019235627735659868,0.007075611873076756,0.04492623111430664,0.004547241004742024,0.006039967292630896,-0.007833847243819334,-0.007919559636462136,-0.009743039212141532,0.026597353609934635,-0.007468076961341462,0.01645390349926581,-0.01785895637264309,-0.0057284252667135615,-0.048768568655629736,-0.01091313687389503,0.035261193785775434,0.04182847858323021,-0.0024563133514811783,-0.08932193597477835,0.008883072434674047,-0.0027762515362010423,0.026716308024972147,0.0006694255883229385,0.04457701300682514,0.04176570075739071,0.015991148376142062,0.039987902472711986,0.015566951426454975,0.10062719928241579,-0.0363346658361498,-0.03655996913126017,0.007798877473106151,-0.01852587441012081,0.010907003440282007,0.0045320770981738655
Peter Lynch Fair Value,-0.040714191006290146,-0.01263542398830978,0.0635290805678675,0.02718175827596473,0.02118189756589478,0.01817752218212181,-0.05348862234498554,-0.04723098103708938,0.07527309200502849,-0.001064185453521715,0.010685388218023131,-0.018402629951563658,-0.019924074842311627,-0.018497456045896372,-0.01038168115745264,-0.009958240305513127,-0.010806393232433924,-0.010997843376796176,-0.007592210635887551,0.014835252626911573,0.03992774415959444,0.011947791307272193,0.04455193185020179,0.009560733872080684,-0.006802844244800422,0.02486526011326142,0.013968711513257768,-0.003177247953787747,0.03032904453383082,0.03889434736153541,-0.005162331220328436,0.036792177013928604,-0.009584908769969182,-0.006797472027078407,-0.005013715791147278,-0.014790544187692914,-0.012464585711407341,-0.006484910796588526,0.029802415078688832,-0.07956632657232651,-0.08934110564961338,0.02898985168822833,0.023079981187186106,0.006278679912707481,0.03559756150725254,0.03059634395679698,-0.010824973629072697,-0.06319365174041033,-0.007235215909844,0.07727906959876896,0.04929901966484607,0.04617493330970233,0.043516282911599695,0.042069441926493305,0.026032788821867922,0.027063459715112304,-0.0016988107054685532,0.11386454753826043,0.002855342854237555,-0.06695098643187422,-0.007890497291251655,-0.006552781156987863,0.019925322368729795,0.011272544685285348
Graham Number,-0.010405451328478026,-0.009733002483864854,0.004203406202650185,0.05504584394332749,0.010969951736062062,0.005524946415048274,-0.12478864091175708,-0.11269956958574076,0.028476565241478614,0.02607124495692455,-0.02151024735414032,-0.008703424667717632,-0.009523614427070781,0.013127000739737889,0.010088705999054964,-0.014921235265961164,-0.03641753273562843,-0.037005829697447465,-0.0327003191730906,0.02526712686099445,-0.019159710164655234,-0.025431819668795812,0.007733397011116633,-0.024272350717020157,-0.01661916303036168,-0.00577663347127488,-0.012402262333251335,-0.024021794258798555,-0.00828231514935855,0.022330251883739778,0.03325881290124442,0.03098060253766026,0.017973989906754015,0.016965161308896692,-0.023219276440504134,-0.029106822825921266,-0.023211320940317755,0.0003426777043856605,0.024690203292470597,-0.005224968803589839,-0.010694338542118487,0.01104427409841594,0.02946723234659615,-0.007424572161247494,0.07177500033061444,0.05965024842702978,-0.01650266929819868,-0.10453639845424091,0.021331566553061402,0.02101139784384714,0.015717125484838914,0.009488568460699738,0.01432545499889546,0.002734115558802326,0.009370249074982242,0.012386693472252276,0.0277221963009675,0.09421411109115932,0.01069209024699109,-0.04808678511450671,0.0004844382996372497,-0.021658627757275787,0.0003382916301045443,0.007985920494997125
Earnings Power Value (EPV),0.010241091661415763,0.0007790463097264435,0.1153343142091997,0.03082347088351666,0.07299010403436575,0.047118867753494574,0.052682545137947935,0.02422601651184363,0.14864774445936932,0.01746771522504217,0.04896176304111209,0.005660938921450285,0.0011707398371917583,0.006690710678312207,0.03417017140972568,0.03882617541677614,0.029752631888977046,0.030297381576767528,0.03698419691363435,0.02685915020654429,0.038720035263537164,0.0349722431482531,0.020286214520528357,0.04381097259107918,0.03168510900921084,0.044796535401351936,0.045252030803832576,0.013279838683801996,0.06486308043716868,0.03826755767452062,0.02134379083880954,0.1586419098503515,0.0479937744784371,0.05270184858141592,0.027210785690994506,0.04387232600306216,0.043015811235273475,0.04594188031331117,0.04324843825530735,0.08757911134636688,0.09678795691567539,0.12578968122220457,0.1118046005179755,0.025423502838843117,0.07383494257537604,0.06989543917610373,0.02499393429705912,0.10269117597127911,0.0139385408773556,0.04540734799895232,0.10874759162227093,0.11365158705324258,0.0651804228930153,0.07068203745572997,0.019238275826440842,0.06460118777466946,0.01471746528743963,0.0725152560882225,-0.004815582163428074,0.0031732655170615236,0.028222850793632917,0.04145225509274185,0.018782992188521325,0.007517575760487156
Altman Z-Score,-0.015429815001478813,-0.015252660552091356,0.021688962564080073,0.03405756481334544,0.006025710340808727,-0.012395734092752807,-0.10117073816991896,-0.10568406181026405,0.04008933613565973,0.021190951291614264,-0.025653221739880536,0.0053947745523416,-0.01477185826880452,0.006838026525250873,0.00011753930142861769,-0.013568862750300767,-0.03449686711113876,-0.022559236178598598,-0.01569372552337923,0.03345429934689599,0.0006818215129907525,-0.0017080096051192224,0.030545035369593215,-0.0047835268386878125,0.016721881482808808,0.022309699122777676,-0.011292009542414702,-0.00144180628160795,0.011194555257566829,-0.0009527802765616089,0.018385931602766904,0.03312906998898872,0.02186977706933571,0.017675795984625618,-0.03561359633424159,-0.015969977327389372,-0.01721312736201497,-0.01580290255559176,0.02845505906019029,-0.005389582069028589,-0.026991323227998146,-0.0005371507795339189,-0.007707566341239633,-0.015910949143692954,0.027841127860375812,0.05297762294033904,-0.023341911040395368,-0.09983278314978675,0.022521865783422985,0.05154548218360932,0.04898985885540058,0.012921097715172983,0.033651235827270344,0.012983989192026361,0.024866841640340538,0.02436581026422058,0.028804204531608427,0.1473893277764591,0.03701036034348422,-0.05703301915236035,-0.004584222326285562,-0.022393064556967168,0.022343051254959015,0.016479350489377268
Piotroski F-Score,-0.10317108633376537,-0.10757951117838221,-0.05936504356309993,-0.015885260334869127,-0.056695434716507224,-0.044478099333573586,-0.06412368201612946,-0.06101752775357378,-0.06945635497694715,-0.06738008692834155,-0.04101575596905895,-0.07920169219520666,-0.10757951117838221,-0.07092409356822703,-0.052813136446033526,0.007116781569427976,-0.01220489953315052,-0.0066103686071344436,0.0043738875056331394,-0.03368783385250045,-0.02742637198430854,-0.045378203218082634,-0.03065749077370023,-0.026386900097674915,-0.03379527593453552,-0.04149067577769344,-0.046048573115997235,-0.043799931259926594,-0.02397171474514164,-0.021354061979198327,-0.06755294802090606,-0.05032858569247188,-0.05290778648125627,-0.05558405203163848,-0.012865511970477242,0.0347533245608228,0.03206718020419373,-0.03744983055446741,-0.02560607968067132,-0.06553147202029388,-0.0994643450278311,-0.1048187936796142,-0.07576754768171076,-0.061848460196943,-0.09798955444797477,-0.09077090480138024,0.02543231645067162,-0.05535107857932235,-0.06370365965303042,-0.02446537894151277,-0.08137937464584337,-0.09921164045886424,-0.04600111276130659,-0.05044522891483975,-0.034852239639012704,-0.032092530629925696,-0.08294586456242223,-0.07580734610204125,-0.026047911655513532,0.060663898733039116,-0.04784594213619653,-0.0007098120523199118,-0.03331275179417899,-0.011000492861581
Beneish M-Score,-0.010240381789427024,0.003433856106294769,0.14180702704597498,0.08181295443160908,0.11512748373506024,0.09721427765067592,0.07672377677985613,0.08988685150756953,0.15649542749042203,0.02627121639012326,0.04029290461416952,-0.009969277171768544,-0.007473846817690829,0.011814268509782781,0.050030049191338306,0.054079924113167,0.024443440851213447,0.029059297843250644,0.060863064219486465,0.10206024407711503,0.08180515307004846,0.0608468280036603,0.10091750671067178,0.030163341368687365,0.06865081993193509,0.10189009963658296,0.07510600955397101,0.054308046523598635,0.08257342929305198,0.09050911751932139,0.014664645435015895,0.05690929067276437,0.06066666359020362,0.09081414460690175,0.07914986105264063,0.07143860225906629,0.08611415899264606,0.07843786822969558,0.10027037765064366,0.14267124873390732,0.10550019889748957,0.12147455855386335,0.023170560373503193,0.04513169982100169,0.05742405489236113,0.029775598701128246,0.08533304056883023,0.15521913851033625,0.05208513549699856,0.054346743147144515,0.15391567688325322,0.144040161452914,0.08568991767608047,0.054674524148673125,0.04230894992389407,0.1386152309852208,0.024520228998330024,0.12558154415918804,0.020871211582475874,0.04765401263736061,0.04800132485196599,0.05234959685350841,0.087441500738523,0.04164259203815454
Scaled Net Operating Assets,0.0030529295078129456,0.048439472451209206,0.1719103477566874,-0.01347893429929753,0.08900458463642473,0.1108243212233905,0.1818807301902586,0.06506856127088373,0.11261802769864412,-0.06821909422975923,0.06983917219009105,-0.004183398913841624,0.07029891348980125,0.00680014482139624,-0.029015822282076824,0.028240325313296837,0.02557082705898693,0.026354320604981274,0.03454847981524795,0.09900779082338577,0.08529931723397563,0.03172189657840181,0.11254165775764452,0.021470086854023088,0.0677060917279571,0.083541179410642,0.08930488660998696,0.07716360452781469,0.061119383315862905,0.0576115866903302,0.03041257820800232,-0.021988761774064787,0.05439297801639198,0.05595896727436479,0.02121409188631501,0.022831146543766247,0.02399707740867464,0.10989081467228524,0.10959928396756885,0.1523743602948603,0.1492231394770132,0.13034010610163704,0.12006248111136907,0.08495134958154638,0.08107923983329174,-0.014731242578454855,0.10612211038050218,0.10306794185146706,-0.019450186215427167,0.01607921586141887,0.1566918839370681,0.15478342210640048,-0.015847309910960096,-0.015883353111230777,-0.01999017380231962,0.07510417533773699,-0.02601957473855188,0.08453013755893408,-0.024778420718147294,-0.04804939746960095,0.05889335232255169,0.030235597169403106,0.05317929995732541,-0.028242512140194027
Sloan Ratio %,-0.013350451883481535,-0.007755009438763987,0.08511063826721933,-0.01820834565685643,0.02380124867700148,0.03537910832211837,0.0527402822532741,0.006480356346599861,0.07803608783898577,-0.014794177757877185,0.013363031565288445,-0.007945910372876445,-0.00560764339023879,-0.013069100504900831,-0.012972881028728577,-0.002702501881507987,0.010934382106749291,0.011155865897629333,0.02007559274228157,0.02967305742946109,0.023241091457533752,0.002374796388676318,0.021972316494535394,-0.005434188915341434,-0.013564761668780852,0.019639788853838925,0.013674527477392246,-0.0189620951595174,0.0307449405655038,-0.005110285344590471,0.02099816745302809,0.10250881010495744,0.015805967059331735,0.01515062129344507,0.0026719227950315703,0.018545541130108173,0.017175030003560708,0.020548530000233624,0.02618284652322915,0.03893090978603291,0.004669699558157094,0.06747525565355122,0.06276593163934456,0.005676261966669238,-0.0060243071057389935,0.008688801942442028,-0.0006728722073189681,0.013338626484045456,-0.00830277684019022,-0.012248987136271332,0.09571601511040627,0.08827656823908565,0.006902727201277759,0.0028962146763336976,-0.009939161583813078,0.050944369520126646,0.0014723474744898703,0.01463339673114545,-0.01559455598676052,-0.012063212605705077,0.013224431664735083,0.005568569866643316,0.009904622844265921,-0.016490030935866113
Current Ratio,0.03094480911301318,0.030795706383438256,0.0693597961874404,0.08347761752302822,-0.02270591095751725,-0.015811517461458667,-0.04931108029051921,-0.08566667575030108,0.03973999016597893,0.07043789340561396,-0.051065224615487605,0.05428600348477996,0.034063418747331826,0.07662200629080675,0.062215126503797756,-0.052447399293830715,-0.060829434235118586,-0.048868253866104105,-0.04561382698292714,0.033205007225580764,0.02356947908626858,-0.03636671382789035,0.04086842076030114,-0.03952877953522444,0.015987841307857076,-0.012005384481447754,-0.014305575077111266,0.016279797126091917,0.027058514467348912,0.019687494094714795,0.08713645822492112,0.0849027059006509,-0.03858997418126987,-0.03243348503179569,-0.07251325703629138,-0.06972507474085589,-0.06209300306888693,0.015307703996244405,0.0711212755972427,-0.06277531514212399,-0.08829001242972484,0.019443052345293154,0.07537924218818345,0.010185833069106462,0.1077395740485019,0.11617639631913199,-0.059821397052234444,-0.03660178065205684,0.08362856601949335,0.11633082644254202,0.04391995276854027,0.021369582379184772,0.07637338650316051,0.046822375494269805,0.0700976623846005,0.0038043352892678903,0.06726883837496453,0.10335581503989101,0.074147643361657,-0.044644900995535905,0.034527646822068964,-0.05942685962018451,0.03502055082832513,0.07181293695322918
Quick Ratio,0.033104538772360234,0.03378589761630185,0.03438168060890159,0.05325707503813922,-0.03535148108246686,-0.021348581934870426,-0.10182397842300371,-0.09079646213577072,-0.019447412196264932,0.043651115533959464,-0.059056241533135274,0.035224979838919354,0.033647577543226705,0.03272518362134057,0.030037270789758947,-0.06985569357291688,-0.05469913949623058,-0.05644953385331187,-0.05401260880133285,0.024635653684320476,0.009962000275329161,-0.052410623179993794,0.022961386164462357,-0.05566768070621936,-0.0025258701116942645,-0.025867324525409508,-0.022726104321714336,0.0036604432414885065,0.01108356202443059,0.027789060081567944,0.08651804443241144,0.05365494782042407,-0.036534449768659674,-0.03001574679356046,-0.07183550316812037,-0.06683496400849226,-0.06761239266683579,-0.002831770733036338,0.08349843414892175,-0.0891248914004096,-0.09754664189814884,0.01780868343366587,0.037724395578384744,0.002898230154663388,0.07071256549440798,0.11371503759428224,-0.07181196904260259,-0.08659160829555068,0.03485098558678895,0.08552154158150016,0.024433794300938918,0.017570660685255243,0.06283261618819085,0.036802924937886186,0.03267764896657138,-0.0009387063462542801,0.035000347305160065,0.09836861951564103,0.0717402194956808,-0.040289064892443646,0.024989611895771095,-0.06141033768952293,0.027739313586002033,0.03659850699190376
Cash Ratio,0.13355831234362392,0.05182099273643754,0.16136633862605954,0.06283635627871066,-0.01055452078711684,0.05922222811175317,0.0014558322080575519,-0.10781104086223658,0.03770417544670991,0.06742060386660849,0.027343825949680673,0.16240416062419835,0.050886452149603155,0.1728502545846847,0.1560084366468409,0.010354486963717359,-0.054911849528303865,-0.054294638155844906,-0.024612826499167142,0.10527011138305006,0.03034689701063259,-0.04091870318835819,0.031250569141822275,-0.020252099674611043,0.02886008322541258,0.05381036192707026,-0.0289161455390329,0.005754801307932256,0.01494963101113353,0.0714581468445807,0.11144455613922472,0.08680065667990856,-0.03777564558991571,0.0254665988955897,-0.025563045111935447,-0.011300839290008004,-0.0018508561827780949,0.0032781051164206838,0.15986291319675708,0.04680954657305054,0.033051743228961865,0.027831897952882295,0.07643752280671211,-0.007532439507288997,0.1007965394655138,0.13386645402623687,-0.06844966223035992,-0.08681846119030293,0.04470453954496641,0.21879219242066286,0.16299078807730075,0.13682921800470307,0.06074522104870344,0.057181376787016826,0.042193828541648354,-0.005171319271845935,0.1839765411263724,0.23136254923282307,0.151230107408445,0.03468660418648608,0.008401851124726975,-0.012000400487450893,0.09677697478571584,0.1334169984489181
Interest Coverage,0.042389618528461716,0.011205510632311877,0.05334016224758083,0.03532783891984654,0.0857163694591812,0.22462425790717983,0.18356770212848944,0.19051058275926724,0.06419946198261244,0.08825401876348885,0.1335478142743657,0.0065340651115506606,0.0014014164484904123,0.04563534567254828,0.0870139553482289,0.08951291929550169,0.019708748682400162,0.022479587181315173,0.07974547876635175,0.08435092025155845,0.14175172327162766,0.12507361020062635,0.1199420417272038,0.1352582341093731,0.17720961737562588,0.18048487641384764,0.14316556259995422,0.146176929935505,0.07753422647768879,0.2195597043612075,0.04250707313119474,0.1674582963731716,0.11477596955416333,0.10741179493214867,0.046814844363574214,0.07401542715959042,0.072933567288953,0.17548239594140003,0.14813608590253824,0.018710938837977937,-0.0009047339701108766,0.06022296018538725,0.04407197699257077,0.14413928736134515,0.06897754154864769,0.06952618444312313,0.04846360975308921,0.08776568507903733,0.015543178698403614,0.095151601221779,0.05511424025751052,0.05632382343852108,0.0871668933476613,0.08616162606330471,0.07828672040491073,0.07192954071593329,0.06582971820690667,0.10000195329787022,0.015558544715738776,0.11098040864698117,0.2366071140264958,0.05085202568936995,0.04623833746578746,0.07511544504630902
