,_PO_,_PO_.1,_PO_.2,_PO_.3,_PO_.4,_PO_.5,_PO_.6,_PO_.7,_PO_.8,_PO_.9,_PO_.10,_PO_.11,_PO_.12,_PO_.13,_PO_.14,_PO_.15,_PO_.16,_PO_.17,_PO_.18,_PO_.19,_PO_.20,_PO_.21,_PO_.22,_PO_.23,_PO_.24,_PO_.25,_PO_.26,_PO_.27,_PO_.28,_PO_.29,_PO_.30,_PO_.31,_PO_.32,_PO_.33,_PO_.34,_PO_.35,_PO_.36,_PO_.37,_PO_.38,_PO_.39
Short-Term Debt & Capital Lease Obligation,-0.059520419325833226,-0.019179477702710328,-0.018746075431202144,0.008671884385171035,0.007289957867497304,-0.025270261161820757,-0.02780284597479673,-0.038896940747403824,-0.021054522401658345,-0.022117032531380355,0.008233797571688364,-0.010312819875823345,-0.01085766359083973,-0.010679201787847379,-0.02013581223201439,0.015426408027058053,0.01370266420630057,0.014576333696915737,0.008484923734725223,0.008456538888431047,0.00998201402651194,0.00823152025577285,0.008127560015836486,0.036060723827335786,0.007292564661139944,0.007911842999419,0.0083904613371007,-0.0075370860212314065,-0.007660403556943504,-0.018667208918745043,-0.0058482088158317205,-0.006272837024327551,-0.007352063315287744,-0.006611551733727145,-0.020045763749904265,-0.019820449706158726,-4.4152287764533116e-05,-0.0062356910458684,-0.018815613211918967,-0.018144783077886847
  Current Deferred Revenue,0.02055495981033513,-0.0037248762687599494,-0.021764038286005063,-0.048071004088891756,-0.057366414292656445,0.02975206999282317,0.10618567287527404,0.04560544727028723,-0.043954523843943855,-0.04262175289262903,-0.04662639919696238,-0.023975574992153557,-0.025470542397972983,-0.025751414495071207,-0.029167873627395133,-0.01886683544418848,0.01799355136980618,0.016802336764409606,0.0032779432824458074,-0.04436067389230997,0.07536831479957606,-0.0445879366064771,-0.045129354880027395,-0.012930276087782808,-0.05237664774984363,-0.04412556484311017,-0.04444435407979566,-0.008409660668790665,-0.009498780555599747,0.005943603708176457,0.08580147986144454,0.08592479739715664,0.0864191755931996,0.08687207405787664,-0.037219186159361976,-0.02744333404799921,-0.003129355890160877,0.08542505253226143,-0.02744333404799921,-0.02744333404799921
  Current Deferred Taxes Liabilities,0.02055495981033513,-0.020595259013363804,-0.02167139216338091,-0.0473372541428543,-0.07193939127646896,0.029638022609685618,0.10429678401640466,0.03643466233261154,-0.06782808382405321,-0.04409559659015699,-0.04780382564665227,-0.02499705493619997,-0.03441287438620038,-0.025832992473682908,-0.04756389909052249,-0.018920561067180187,0.007563240853640787,0.017367781568292405,-0.012509963349287289,-0.05243270172847601,0.06529080739694167,-0.04336300507613765,-0.05214129033403624,-0.023680373162877487,-0.06779344789665426,-0.044464784512812286,-0.0446013321224356,-0.008839688093384809,-0.00892664566414165,0.005062583755506607,0.0856111037994667,0.08653529276980627,0.07849503699961227,0.08856873616482974,-0.029361139458102765,-0.027587082016727923,-0.0028670984449687686,0.08478752012117613,-0.02893514922739201,-0.02769104225666429
DeferredTaxAndRevenue,0.03396982911518369,0.004724288514700595,-0.011221321928444569,-0.058622453388646904,-0.08088704381363376,0.050944991666830426,0.11197704168454255,0.03496245382674343,-0.05396183251631769,-0.06063305181358054,-0.08405869843756565,-0.031066759658188392,-0.04369045498714609,-0.04369045498714609,-0.03866018719116461,-0.015868953725257207,-0.0013405412870373906,-0.0013405412870373906,-0.008166894699652733,-0.07144754940048816,0.08392201439072268,-0.07144404007485569,-0.07144404007485569,-0.01771596785038333,-0.047184121874501335,-0.06470516389912108,-0.06530892757657081,-0.017552109558917495,-0.017552109558917495,0.002221566040152242,0.08339344684271913,0.07746789694206564,0.08248934104805558,0.08248934104805558,-0.03227328521751478,-0.03165413801797858,-0.02668048708645737,0.08193492224332406,-0.03321096896726136,-0.03841873193215938
Other Current Liabilities,-0.033210340166240124,-0.004524780525099728,-0.0046552041928634305,0.03687136783612641,0.036620709212652536,0.0022803304274179323,-0.007503187839401899,-0.02257649088353168,0.03416622930830422,0.03392883031079487,0.03559453786256748,0.0003915437550415877,-0.001815906779688308,-0.001815906779688308,0.00021156083439331525,0.00990003990041294,0.0064946886756155515,0.006426446931430683,0.009876325987128062,0.037602080519111125,0.0037205306063483193,0.037396876565773854,0.037602080519111125,0.006571766801622799,0.037384261041483784,0.03587202715456856,0.03587202715456856,0.0032404430473047885,0.0037187427370251767,-0.004687816999539268,0.03930876138277002,0.04023004777815066,0.041245696972998326,0.040422229889205435,0.0010062346284674742,0.00120071543741252,0.027982609727520716,0.03635331307359477,0.002199329873972836,0.00010721575474921703
Total Current Liabilities,-0.03625279666533277,-0.008073372967905735,-0.009128526906494997,0.02231403969318037,0.022088725649434832,0.020164586073492904,0.005828461928104389,-0.018143827917031747,0.0005189895278135143,-0.00018611412654543063,0.021630217402161395,-0.002520339292210437,-0.003598169254956941,-0.002596662679376748,0.00022806052374582913,0.042757713752905116,0.005131751060259792,0.004653132722578095,0.011815330201262422,0.02031937449218121,0.021198222645676536,0.02006361642346542,0.0192409590660324,0.05488522946826741,0.0193704153151729,0.019620621631399472,0.019415417678062204,0.02084802265962752,0.02327490431379414,-0.008551991305587432,0.16286906339374438,0.16286906339374438,0.1631936247596564,0.16161468764800022,-0.001701932129530992,-0.0005037349951277877,0.005882035923728333,0.17344880427656628,0.00029011875566533284,-0.0028037962743939033
  Long-Term Debt,-0.037231539574325366,-0.034417182449772925,-0.03458318873024798,-0.008915752818119458,-0.007656512968402835,-0.026320505561340843,-0.028556056355809344,-0.04442851738941826,-0.022830332412111083,-0.025614229273483065,-0.008547047452507069,-0.02465011586357007,-0.02509243429962975,-0.025332433890082096,-0.022707341191102366,0.005083387315950903,-0.025018477984804513,-0.026225186312192533,0.00835082388339808,-0.021240328233595555,-0.011497521933390863,-0.01956555968260832,-0.021240328233595555,0.02460318441474037,-0.019438648284824434,-0.019038903779433455,-0.01889444071806109,-0.015210940052592757,-0.014526151550339166,-0.03413685454817528,-0.03366884835969278,-0.033648293718187984,-0.03405541114231778,-0.03405541114231778,-0.023498679459058407,-0.022286557867041732,0.014838441513650292,0.005547602900724369,-0.02163312118036185,-0.022976200341795306
  Long-Term Capital Lease Obligation,-0.06816372257041929,-0.024349472209636826,-0.02356071345270047,-0.029809099002989628,-0.0274172979610721,-0.07670638722506364,-0.07624783442958845,-0.057530612503188965,-0.042095923124863266,-0.048887825283766104,-0.02831819985955455,-0.04655704823344339,-0.03808308372450524,-0.03387001206429808,-0.01658872416867313,0.010173306102411347,-0.018011374385274354,-0.016083323708330315,-0.023622589281710404,-0.02536508527198011,-0.04991630916669196,-0.02053638838207405,-0.018572073980074034,-0.0050472735694581175,-0.02157909055517017,-0.020557300447897067,-0.018526870848593297,-0.007918673692933706,-0.004640215250191306,-0.012849491840946217,0.0032223223970847675,-0.0004740767064970253,0.00061275791370838,0.00061275791370838,-0.020452582936390948,-0.016502522170056964,0.031087997514976956,0.012167152503482184,-0.022664415821404795,-0.02514929884297927
Long-Term Debt & Capital Lease Obligation,-0.056171521518614015,-0.03390880160046238,-0.03128616996381019,0.002136959490183144,0.008211978357890146,-0.0301196085674049,-0.02666149263277019,-0.036015215748392254,-0.02271276507620918,-0.022279103060247153,0.006864998180861343,-0.028014007585662005,-0.023585781976916798,-0.013487122174645256,-0.026003954934156998,0.013310557869096407,0.008627672013500266,0.008880976307436424,0.01835363147794713,0.007740900592244194,0.008920543774584273,0.007913712694797664,0.0068158160188369074,0.020479700359194778,0.008590847360612237,0.007795279268643727,0.00708268991989484,0.004902238907738313,0.005036600934329955,-0.023060333309227767,-0.005696210942706565,-0.006810383574311682,-0.005640735409593737,-0.005640735409593737,-0.026954921762771127,-0.026645829083664724,0.0009056659409355126,-0.00583665833741061,-0.034499801843826026,-0.024706760151625068
Debt-to-Equity.1,0.028579452234736943,0.04144721780592392,0.047787523972127884,-0.03517851005184386,-0.03517851005184386,0.005452837814412799,0.0017399412152058471,0.02766192167418032,0.0019398919216628797,0.001499104984662841,-0.03862447297820859,0.0566792039518403,0.05770165244098012,0.0538994591786896,0.03708605323521845,0.06698637922485379,0.031112629441820628,0.03107383386424167,0.026102273629713783,-0.03014330946429975,0.029984504841914963,-0.029675321381697838,-0.02641028608353299,0.075211889465426,-0.025683606987583776,-0.02595180468208654,-0.026132509852341123,0.04945885456484845,0.05058090993544213,0.05416557941902119,-0.018914128371863327,0.0007212713201238926,-0.020059612169991366,-0.0205643632020257,0.035728701012334184,0.03655870974347193,0.09379987410279172,0.030178963016452447,0.03519630062067151,0.03523309323524737
PensionAndRetirementBenefit,0.044918908412548274,0.004289641555941356,0.005698958778059163,-0.04949865281134958,-0.04949865281134958,0.02865006851570371,0.10594412844950749,0.043519401561470536,-0.04275588507911029,-0.044371001087962,-0.04966872767333893,-0.0247544293561114,-0.02469650888917181,-0.02469650888917181,-0.028485707555595038,-0.018467385333918,0.01719507688040344,0.015996795831256586,0.00243250847353619,-0.045805800465127,0.08393042570132495,-0.0481836783726733,-0.0481836783726733,-0.012262545914112633,-0.04535785800468177,-0.057092930223915345,-0.04841250213090689,-0.0101114714099216,-0.0101114714099216,0.006381340516317528,0.08585926771063108,0.08365666292410072,0.08397707398549396,0.08479185024357799,-0.027827088771153665,-0.03300689409071837,-0.003820506415230956,0.08174003011922186,-0.028648963367421076,-0.026816722876793927
NonCurrent Deferred Liabilities,0.020258322207664305,0.006392147995929342,0.004843523303058953,-0.04961131426927088,-0.047608417448321096,0.029096267564258038,0.10600154185357555,0.035320289792864154,-0.0523090381545556,-0.04208032154310284,-0.05607297145255609,-0.02446249098634881,-0.04026419372884649,-0.0258426360905951,-0.0377496168007496,-0.01880620106697295,0.01796347731987737,0.01660315618782003,-0.013167119365192144,-0.07000604459271,0.059521653940115896,-0.052272989275911314,-0.062121664727530015,-0.027193177056385624,-0.06872742508034052,-0.043888552892825054,-0.0444327604595884,-0.007832614243579769,-0.009435492690476676,0.005565946149581689,0.08925892691236548,0.08855909254791756,0.06878734658888036,0.07840478667940318,-0.03742922836619447,-0.02747340809792802,-0.0026152223733263455,0.07683007675444714,-0.04000169155491158,-0.028400585277540854
Other Long-Term Liabilities,-0.048295261078212706,-0.004012096803928647,-0.004367397605898248,0.0023683668501840484,0.0020090700500283547,-0.011977310007604852,-0.022023650125953254,-0.037237220988809286,0.023988956146693115,0.024249514411397846,-0.00011641079509838378,-0.009035587576769496,-0.006451864471612,-0.006451864471612,-0.010821884372977897,0.023859560630402444,0.009618210480033688,0.008875617717283697,0.020666291125334607,0.0028954757730740533,0.02689345738848854,0.0009441217577262125,-0.0002519774732687042,0.032054620657654104,0.0019470987875009173,0.0011434193718996722,-0.0002163539276529517,0.013215897604771472,0.011488453811619033,-0.004012096803928647,0.09175806572497704,0.0919721599506635,0.09207612019059988,0.09028122816342812,-0.01109057593472964,-0.009938165519884402,0.0014906418200548582,0.1260634682088839,-0.009438899055782702,-0.008939551083324086
Total Long-Term Liabilities,-0.033645335965474865,-0.0013679330241734564,-0.0022510415137669973,0.03948068737492049,0.041898918590968795,0.0008646805177772781,-0.008695272738749982,-0.012411573506667092,0.03137823708794299,0.03125791834600378,0.03987922484407682,0.004383930650059061,0.004194916507935542,0.004307607262892748,0.007600097050298377,0.01993479017551786,0.012412331514171773,0.012412331514171773,0.007215672154544123,0.027563068143402335,0.010989708579804417,0.025060304096749923,0.027439750607690237,0.01957739819061337,0.026776034331585062,0.025258964116805217,0.026914869397999114,-0.0013644143917024175,-0.0037702854696893334,-0.0017676848493980548,0.1238390915294216,0.12411009890017052,0.12446539970214011,0.1238390915294216,0.005859867049121322,0.006224572881802926,0.03777153350869862,0.12851037220651618,0.007127748559365942,0.007436841238472337
Total Liabilities,-0.008341876190476188,0.0004560058007171213,-0.0013527782556748238,-0.0017039858949715048,-0.00334250664228275,-0.0009385889991108363,-0.026216267244042767,-0.004886287802777272,-0.023000296157851974,-0.022426118513970514,-0.0023111650844933017,0.005236414803592358,0.005766627525657983,0.0067789366751864425,0.010880017906794898,0.052753313565770635,-0.016075385730615403,-0.016554004068297098,0.004447080864073178,-0.003569539190670685,0.00021280744861278036,-0.002939804032241086,-0.003569539190670685,0.0652405384123743,-0.0013894620190328536,-0.0033827988243070304,-0.006006233993692605,0.02469353680757545,0.02469353680757545,0.0009736305549579048,0.15267049707361036,0.15349173374064665,0.15487946308173892,0.15415388694065485,0.009891700598433115,0.009189060991163336,-0.013178715860389136,0.15409898358915783,0.010361461292999261,0.008848028745484633
Common Stock,0.004743975234219577,-0.0008339877053758892,0.0010965365096789088,0.006304809459925402,0.008768440415249192,-0.01967947236009681,-0.02184534130293632,0.003093055703286031,0.012529194656575378,0.010226445841775011,0.011111782903519933,0.01587231859143673,0.015088519800577585,0.014935188947836051,0.0161965461411518,0.0170990958993029,-0.010057234785476096,-0.009215480731396861,-0.015260627707145993,0.020291899209350716,-0.01822694697838978,0.020291899209350716,0.017001880322821256,0.0251428989036276,0.02032752275496647,0.02032752275496647,0.02020420521925437,0.00825090830235539,0.009733486990396915,0.0012497708217205344,0.04888677321386234,0.05013680510880709,0.04864963630138523,0.05061787722126842,0.014264271870629062,0.01599653609840419,0.01668696165278305,0.09985287860812424,0.013727185996954279,0.01385931409806343
Preferred Stock,0.035559388850171555,0.002486794552019813,0.002965412889701511,-0.05032264937355188,-0.05016859240178219,0.025077576982322478,0.10359490932340346,0.01580559034841586,-0.046846832057133,-0.04634509541392716,-0.06417280668282221,-0.05825607894334123,-0.03274593513262708,-0.058715888184212264,-0.05539380139973775,-0.02448233876258086,0.010290318852647135,0.009905996292072457,0.0010372650733995246,-0.06125406242561312,0.06811937394729986,-0.06347547037023327,-0.053027304913105505,-0.028120853225840434,-0.06689619849328048,-0.05409959802648699,-0.053535888934253095,-0.0289024978062062,-0.008590268923104143,-0.0026471306676740104,0.06400835833724311,0.08281837411940222,0.08132688989191887,0.08195781569758513,-0.03670352339148073,-0.03653902879897628,-0.018160939185932513,0.08162958523360318,-0.03556113033158449,-0.0349808108969567
Retained Earnings,-0.02738049593256592,-0.03337020663635635,-0.034902793172261845,0.03926644436459029,0.03872223679782695,-0.006029776393742327,-4.823421973250766e-05,-0.009400740682986694,0.01883134643378449,0.0035929527550901752,0.03464254100288318,-0.02735990727983975,-0.027082032998444014,-0.027082032998444014,-0.017146591046595216,0.005188880960050976,-0.021718283406519153,-0.025076150755467336,-0.05176735365415584,0.02819607388569847,-0.010843789101807392,0.04040245532073706,0.04148087074688587,0.016773849034509635,0.026411305860836353,0.04068153822107933,0.03658439319573451,-0.007795299354414682,-0.01055694675691324,-0.032889121745287214,0.18094113293971908,0.18091254431116147,0.18227329538287124,0.18248851141678515,-0.01551139146536054,-0.01730984685842125,0.03634344497580373,0.18070675699191213,-0.01730984685842125,-0.01730984685842125
Accumulated other comprehensive income (loss),0.019532045926581216,0.006483285696294778,0.004592557994611,-0.047604340143068226,-0.0480310883608194,0.02970090012374896,0.10626694353920352,0.04368075605709811,-0.04399128789143385,-0.044189894064804315,-0.04792312937975372,-0.023679727161593476,-0.025663885947022146,-0.025832992473682908,-0.02822768584880263,-0.017947593586470745,0.017367781568292405,0.01678190633139298,0.002598168472102689,-0.05214129033403624,0.08393528065908992,-0.044458740388291965,-0.04402199553831354,-0.011898542269008529,-0.05260498296870246,-0.04600076014523055,-0.04414042896446748,-0.008733274078668814,-0.008358615980923481,0.006401791612841532,0.08542574862645831,0.08591819079173763,0.08542574862645831,0.08300262344049346,-0.027463764481015826,-0.027942577171033604,-0.0027130414731990782,0.08477369629357852,-0.027617821452785518,-0.027617821452785518
Additional Paid-In Capital,-0.01915972748681683,-0.0022662830297681385,0.012984969005933026,0.0016006742035257191,-0.004929429233232726,-0.010919721332624548,-0.014647708968177933,-0.01762117453518488,-0.0004311536366320731,-3.066904799047237e-06,-0.010810674390659391,0.0015812894625909068,0.0018683395318972293,0.0010190851035957198,-0.0054609986981152625,0.001640460911039463,-0.01926267847873473,-0.013371054906406794,-0.013872070398972428,-0.013591768785006847,-0.024717203305003377,-0.013591768785006847,-0.013591768785006847,0.011907329280931273,-0.012609733077426848,-0.004500067190635809,-0.0021982622827185485,0.0008779170136856169,-0.0012273612838553402,-0.0038540979223532995,0.0789500070758524,0.0789500070758524,0.0789500070758524,0.08018287351414602,-0.005624254509941296,0.0019308548732125401,0.008575921037760826,0.07555786906770896,0.005761745024116388,-0.0012002345909096718
Treasury Stock,0.020577897076763503,-0.003149492743583779,-0.0033185992702445414,-0.05553421979780107,-0.06379372198679269,0.021816050487004555,0.09944533013174159,0.038691307903763926,-0.05008274179761279,-0.04971153569921639,-0.05679387564859925,-0.03316169573058714,-0.03261587738281936,-0.03378685907127323,-0.036517901964260135,-0.03318023251817202,-0.008879914167128775,0.0011831802728290205,0.0009073069830282028,-0.061742188353007696,0.07809820128650989,-0.05273648357923656,-0.053873886561526946,-0.01863025537891381,-0.0538382630159112,-0.05400656815806584,-0.05400656815806584,-0.010721490464265737,-0.010584942854642423,-0.002563617506684356,0.06798589155967345,0.0825576677078802,0.0815605616764398,0.0815605616764398,-0.036681157776086167,-0.03592617601252597,-0.018051159982201186,0.08115231385240106,-0.035886618515507035,-0.03547761717059483
Other Stockholders Equity,-0.02524129176351489,-0.004954080337719286,-0.0036793863050362773,0.023216175443162474,0.024748761979067963,0.007058165515690673,-0.0021801462963699715,-0.02007453394620932,0.020899289533145918,0.012648873861719099,0.008981294094514957,-0.019055363598302053,-0.008471774563212036,-0.02162599126146927,-0.0029353973229765966,0.012233504544090027,-0.010757304868266105,-0.01029240704675823,-0.0124541817582907,0.007613592852080124,0.005852038069355523,0.008065473175575915,0.01606789046708301,0.04425082456984852,0.007184318576187999,0.016470030713052045,0.014906184325222031,-0.008639414492850396,-0.006945599730267648,-0.014313341463193768,0.1349354766255896,0.1353873569490854,0.14280622031173903,0.1429120080434811,0.0034800919285116285,0.0034800919285116285,0.02036822936081252,0.15949534373048574,0.017960644253888318,0.02247722348879748
Total Stockholders Equity,-0.02633014452159242,-0.01132581600008295,-0.01670737988925891,0.0066820732539543464,-0.003081573193036441,0.012923156684825556,0.002912806983899817,-0.01482455835732983,-0.011998207502177432,-0.023851710571046618,-0.00415699414604849,-0.02772850132391651,-0.02968998265858061,-0.02953877811831752,-0.027253694383668346,0.024640349733014988,-0.006403574427406076,-0.004656179689016384,-0.0020027712630139925,0.0031850949589217964,0.012956416640211344,0.006025902634385929,0.017853523707906754,0.04135226518427362,0.0032718618199484443,0.017925901484444076,0.017593314017605645,0.022040531395886312,0.020601216957195443,-0.0028133887358383946,0.14880443188610265,0.15397444460829576,0.15918557326294203,0.15764636038823995,-0.001775286140603992,-0.0019905021745179104,0.020230522977354864,0.15143279455561973,-0.0038062359755192147,-0.004155334439963278
Minority Interest,0.03413573762069763,0.016996705787771373,0.019232721234335264,0.0021299851051836973,0.003744545194594118,0.013358492008142748,0.012251333312840536,0.033021722110444754,0.03693731394642793,0.036319359458837235,0.003979308858616576,0.026701100806671742,0.02637147312556927,0.026248155589857172,0.024259020611498157,0.004805483391736754,-0.012443718924973193,-0.012064643320545305,-0.01998680734718797,0.004415769879450209,-0.01582067408745481,0.00429245234373811,0.00429245234373811,0.018015733445964414,0.0038216582666363635,0.004451393425065961,0.0038216582666363635,0.00020790934450619141,0.0013152169881285875,0.018956460741039276,-0.003297878004988217,-0.004319195280173736,-0.004319195280173736,-0.004095638449682495,0.024618275155544527,0.024845552931192994,0.003634502059617979,0.04864525128567325,0.025999812769813033,0.024620238887447455
Total Equity,-0.0062262760793185875,-0.0011851986116880563,-0.001521674421020778,0.026274903525188013,0.024916618943954437,0.014052498770243766,0.005351559972816137,-0.007029630182945381,-0.011300072292414743,-0.012139000876559914,0.027337845629807574,-0.0037678610117905364,-0.0038817345727142063,-0.0037157282922391497,-0.0011894651868166158,0.041853569690646464,0.014055771207836657,0.01250436574680776,0.013893168351365963,0.013968723118684112,0.016554491113344946,0.014095710005388958,0.011371271913036553,0.046737499319084184,0.015880600439357066,0.01237690157142845,0.012540575639986158,0.026773611214935072,0.028954855544237133,-0.0029322171246159174,0.16208716918629962,0.1609438384542656,0.1614962981673096,0.1604031111845933,-0.0016595513019346327,-0.002445201065433468,0.017557166697181104,0.1509028129460569,-0.006148825553887154,-0.0018682586356375112
Equity-to-Asset.1,0.00026674700078099974,0.0844756732148704,0.09308320006703003,-0.02954246749433443,-0.030123069557651566,-0.007972627411119964,-0.0023668863440108913,0.02724674092509425,-0.0008607479697535464,0.0014955689030949487,-0.029814352608531318,0.09433872281752037,0.0918904700594703,0.07763199152473316,0.05349785378557266,0.07483504223925727,0.06734804588150654,0.06734804588150654,0.032713353873495804,-0.01859623661238131,0.044171518419565105,-0.013106885169781078,-0.018139612177613614,0.09520877918901285,-0.01922343436004996,-0.01822730616770996,-0.018331266407646322,0.05989700497684802,0.05989700497684802,0.09176885878892607,0.032735647805235954,0.05966933599571155,0.032735647805235954,0.032735647805235954,0.06275041206020798,0.06275041206020798,0.10083178673831855,0.05336409199913479,0.060922600924520266,0.06275041206020798
Net Income From Continuing Operations,-0.034912691490131695,-0.02963209962578908,-0.01720901273971965,0.0215861959559186,0.0215861959559186,-0.009108100359293696,-0.005488333682405477,-0.02406564469255005,0.012542918622882891,0.010893759594993965,0.0215861959559186,-0.018604685115534952,-0.02025278413578945,-0.018469414975129543,-0.01963738789137959,-0.02458883688985352,-0.01535627008106377,-0.01740528076537893,-0.04585359113575975,0.01673115958935196,-0.022749594178020006,0.01673115958935196,0.01673115958935196,-0.016131360646655823,0.01676678313496771,0.01676678313496771,0.01676678313496771,-0.036368759043622675,-0.036368759043622675,-0.02963209962578908,0.05939919207463485,0.05939919207463485,0.05939919207463485,0.05939919207463485,-0.02128685085312534,-0.01980064370320563,0.020861991832983783,0.1084899131768425,-0.01921904280864885,-0.02128685085312534
"Depreciation, Depletion and Amortization.1",-0.06581570475407071,-0.037909206806598934,-0.03995667299557078,-0.0033239360208480746,-0.0018712567647595144,-0.023648495145606477,-0.02571683855426174,-0.04753667163889826,-0.016072499716060867,-0.014946100247214718,-0.002901980242394615,-0.015945673715516924,-0.01731973232974916,-0.019174363270035865,-0.01638002994493281,0.004156092284250236,-0.01928461597850106,-0.02044100142891977,0.006504563116167803,0.002107321928842351,0.001316122329807871,0.0029111211450913027,0.0019350876132911872,0.033017834921199425,0.0016414337102621515,0.002889332486706111,0.0018044701847016904,-0.020393225837746963,-0.02152472690755802,-0.03832972477623591,-0.0355936265338071,-0.0333452742346475,-0.03414754912209743,-0.03054820360494673,-0.01627370152413061,-0.016026925411328656,-0.002249762404976974,-0.043309754294990246,-0.016399398701604423,-0.015817009290703767
  Change In Receivables,-0.03381957997304419,-0.03237674138349542,-0.03488131487490778,0.002482004638150812,0.001965525606272992,-0.012461948550470819,-0.02005734832772041,-0.03430310874588809,-0.019688411092389776,-0.01843946413445746,0.002947964311816098,-0.028345215030797843,-0.029586189652872963,-0.029586189652872963,-0.02416421652547541,0.009831767324541319,-0.015651153680698388,-0.015651153680698388,-0.01880101910098623,-0.0025510862887359676,-0.007291803459279033,-0.0019495076386368635,-0.003000966198200074,0.02104241302945606,-0.0022762903681740727,-0.0012173041668169758,-0.003229789956433664,-0.004748089509311297,-0.004622392331837482,-0.03453128421699924,-0.014992573558461241,-0.01643865097017092,-0.011566422276499419,-0.014992573558461241,-0.024118765003598566,-0.024447722533670564,-0.004072227731111655,0.07518888789414184,-0.0228207743143357,-0.024447722533670564
  Change In Inventory,-0.0028375235423265914,0.011146257650126874,0.011354964983829754,0.016597560459797225,0.01735576226223017,0.018133160790484947,0.02832954618853054,0.016144799276455894,0.029924622231155294,0.03197107638880875,0.01543918194947574,-0.0005926560281856396,-0.004353794902857968,-0.0027748291398739244,-0.011448137699163394,0.009558431457874056,0.018805973851706948,0.020392425675587075,0.021337078511626348,0.0165241133232702,0.008014898694420874,0.016045437880981932,0.016934918137247523,0.014485855355908211,0.016015529302122612,0.014487282611901558,0.014344716971714853,-0.0026799938852167006,-0.0027655904320413698,0.010417072750582504,0.017789789874274882,0.016363901910082274,0.016043311652723987,0.01770923987220339,-0.010558299788221077,-0.010651681109869974,0.11330010261605603,0.007755488114475165,-0.010411875884545136,-0.011485149651125749
  Change In Prepaid Assets,0.019412692616796526,-0.0197372330653319,-0.021650961730364286,-0.055154339228952326,-0.07085395129013147,0.0024943420145841144,0.07733377550598594,0.019433123049813147,-0.0678076533910366,-0.06769932614108123,-0.07085395129013147,-0.05133023191008882,-0.05195539525077492,-0.05195539525077492,-0.05510507038945482,-0.04328492810664081,-0.01004423618868747,-0.01004423618868747,-0.03061361562758783,-0.06757874771963307,0.06018210188165313,-0.06209159067760121,-0.06804228479649335,-0.03832313061867503,-0.06869735103041172,-0.052584552535685836,-0.0680066612508776,-0.033796787712626945,-0.027903614280424732,-0.009872772581917915,0.07895091446350365,0.06257894186909868,0.06067298581947711,0.06161617819992474,-0.05526832620128088,-0.05183226832904515,-0.02755771274044109,0.06085565426505837,-0.05340574085165939,-0.04354705062942363
  Change In Payables And Accrued Expense,0.020258322207664305,0.00492265750861422,0.004786109898990905,-0.04799018640073396,-0.04787088266763251,0.028347716883938317,0.09258512308343181,0.030703353244854514,-0.044000343627804625,-0.052249567452321254,-0.056469811727152555,-0.025274886153977053,-0.03465735506613774,-0.025900049494663145,-0.029017165716305603,-0.018241928383099446,0.016714849310412748,0.016714849310412748,0.0029618987505416034,-0.043981589842508856,0.0845620578560748,-0.04456746507940827,-0.043981589842508856,-0.011910771598835397,-0.05426154275173667,-0.04417674654939013,-0.044639800514858205,-0.009649068510664384,-0.008358615980923481,0.004764681650255727,0.0858511337707574,0.08646823574882605,0.07817801720585826,0.08633168813920274,-0.02921298044516909,-0.028009439839677765,-0.0026726357773943924,0.08709632528837037,-0.02904387391850832,-0.02904387391850832
  Change In Other Working Capital,-0.049073931253194265,0.003707219431984855,0.0032655378934421764,-0.001397605159916944,-0.010279889177161466,-0.012235856781653814,-0.007035031210582335,-0.04951919067961264,-0.0240034584153903,-0.023969399112974618,-0.022213443925576636,0.0032159157023418958,0.022672371131228136,0.021808160065835174,0.016266100122288504,0.06068079976774202,0.025549625650375482,0.024689785151935317,0.0637518415827861,-0.03054454824788358,0.04159194623145249,-0.007411594852899687,-0.006551754354459524,0.07996758585678086,-0.006007405197359787,-0.006232423830017987,-0.006232423830017987,0.02887113508785608,0.02915520830909077,-0.01636534288817238,-0.0067995224368559174,-0.0067995224368559174,-0.0067995224368559174,-0.005584413950237134,0.02848408861448212,0.026676187684818164,-0.0027154898441191246,-0.009862239808266598,0.029401259233143448,0.029879877570825143
Change In Working Capital,-0.04507468984606639,0.006469465811863323,0.0055225925753259325,0.0035985187922184343,-0.016821913974828736,-0.011921977306054748,-0.002414978188597663,-0.04313559624848568,-0.025232286984577763,-0.027225032902835247,-0.01762130446918907,-0.016411003975698425,0.0006022814939935375,0.00027897962558571555,0.004338111910686605,0.04705813844510411,0.024544481289435344,0.02368464079099518,0.06851072913897469,-0.02220261864405623,0.035797726029881384,-0.0009078380933398413,-0.0012736734083758092,0.07187059668847799,-9.45023854941095e-05,-0.0004498031874637107,-0.0005431845091126075,0.035880798290711,0.03616487151194569,-0.00824535471526196,0.021513175258002604,0.020964070663537646,0.02050634919064652,0.021513175258002604,0.019129377674080697,0.01713903892630687,-0.0028305571375473407,0.08128776010404518,0.015426973626206868,0.018395001267683207
