,"Cash Flows from/Used in Operating Activities, Direct","Net Cash Flow from Continuing Operating Activities, Direct","Cash Receipts from Operating Activities, Direct","Receipts from Customers, Direct","Receipts from Tax Refunds, Direct","Other Cash Receipts from Operating Activities, Direct","Cash Payments from Operating Activities, Direct","Payments to Suppliers for Goods and Services, Direct","Payments to Employees, Direct","Taxes Paid, Direct","Other Cash Payments from Operating Activities, Direct","Cash Flow from Operating Activities, Indirect","Net Cash Flow from Continuing Operating Activities, Indirect",Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Total Adjustments for Non-Cash Items,"Depreciation, Amortization and Depletion, Non-Cash Adjustment","Depreciation and Amortization, Non-Cash Adjustment","Depreciation, Non-Cash Adjustment","Amortization, Non-Cash Adjustment","Interest and Finance Income/Expenses, Non-Cash Adjustment","Net Investment Income/Loss, Non-Cash Adjustment","Gain/Loss for Other Investment, Non-Cash Adjustment","Irregular Income/Loss, Non-Cash Adjustment","Gain/Loss on Disposals, Non-Cash Adjustment","Gain/Loss on Disposal/Sale of Fixed Assets, Non-Cash Adjustment","Write off/Write down/Impairment of Capital Assets Loss/Reversal, Non-Cash Adjustment","Write Down and Write off of Other Assets, Non-Cash Adjustment",Other Non-Cash Items,Changes in Operating Capital,Change in Inventories,Change in Trade and Other Receivables,Change in Trade/Accounts Receivable,Change in Payables and Accrued Expenses,Change in Trade and Other Payables,Change in Trade/Accounts Payable,Change in Deferred Assets/Liabilities,Other Operating Cash Flow,Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,"Purchase/Sale and Disposal of Property, Plant and Equipment, Net","Purchase of Property, Plant and Equipment","Sale and Disposal of Property, Plant and Equipment","Purchase/Sale of Investments, Net",Purchase of Investments,Sale of Investments,Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,"Issuance of/Repayments for Debt, Net","Issuance of/Repayments for Long Term Debt, Net",Proceeds from Issuance of Long Term Debt,Repayments for Long Term Debt,Cash Dividends and Interest Paid,Cash Dividends Paid to Non-Controlling/Minority Interests,Other Financing Cash Flow,"Cash and Cash Equivalents, End of Period",Change in Cash,Effect of Exchange Rate Changes,"Cash and Cash Equivalents, Beginning of Period",Cash Flow Supplemental Section,"Change in Cash as Reported, Supplemental"
Net Cash per Share,0.12192614293235075,0.12811214970566404,0.1430497364886957,0.07540058198055145,0.13225080727042152,0.2114649038743114,0.2656392476912964,0.07699786840807245,0.06483921454219718,0.0892040602287577,0.15048578739479596,0.13032163767225335,0.12795312667942216,0.15543804072503575,0.08921271318337304,0.12429464516615789,0.08618090351587644,0.11807069455143038,0.1476131281919653,0.12854620766092217,0.11041013026899338,0.15453556568745197,0.14907826538715752,0.11950613413383787,0.19221474365209273,0.15130752189866,0.09213806285057181,0.09495105321016478,0.16176608748193058,0.06456516487129119,0.0878660852736663,0.06458151077590074,0.0726281775809139,0.1723228218783211,0.09972649788844679,0.12079769859719522,0.11927658709572467,0.22614098518723888,0.2640059603492801,0.24413569313195851,0.16072567983830338,0.16741857097609794,0.13025125573948415,0.07275841244923674,0.15728165948893344,0.2347744321913067,0.15931311887440025,0.038962077134568694,0.12368593649256286,0.13544273475525287,0.05096620505642579,0.06435644213781988,0.1627693713193943,0.10313677709349386,0.21356478977931578,0.10749253863555336,0.11285108878890222,0.07612612985083506,0.0947611303798742,0.20028654195796738,0.09305641564988214
Net Current Asset Value,-0.004119923780420387,0.041086453686439914,0.02349783851123963,0.03846869176828381,0.0894660596684747,0.08291877846180157,0.09863887925520334,0.02154637942899278,0.027905544448509918,0.03614379950054632,0.026698037874905052,-0.0018045623261489009,0.08849183369909235,0.03270643278783051,0.03353782913558881,0.03736101060843379,0.06503002683954905,0.06222634135580824,0.08102333741119885,0.06689641311799861,0.07406935378042499,0.11604386349448807,0.045180317326049414,0.07494417847270798,0.07376821786792181,0.15079057837569054,0.11587758466219711,0.11046271108266043,0.08087663345129904,0.004528189483760437,0.0526232169582175,0.009331538367211428,0.08294766552087973,0.061744198288355825,0.06159780484950041,0.08627216401787563,0.14214650667646225,0.07817473426852918,0.1895078647762077,0.11822905480935458,0.1745750834813645,0.1391976306667094,0.08676635477661775,0.04252340749079412,0.12025675053127012,0.2377075640279105,0.024773229891349162,0.02940736853960689,0.15920010663214304,0.14943001555589797,0.0754220737318008,0.0216094458768078,0.027937584002526446,0.06763727640691862,0.06655526973998493,0.04009353136785635,-0.020020237661120696,0.030798839890623743,0.04069053586070999,0.09392986398717268,-0.012198181271386329
Net-Net Working Capital,0.04527504403150501,0.08375469149631906,0.08240914200870166,0.08225809847100762,0.1270500048341511,0.14494250692780547,0.17186953438573976,0.04653896442821884,0.05926552444140899,0.08349632796146632,0.07421605585127497,0.04677241627416403,0.12567538131062658,0.07805036729925542,0.08269616622257653,0.08954523907081027,0.11090308856600112,0.11132136195982073,0.12860494212049237,0.10975032254118343,0.09978943018406855,0.09648226109517713,0.07787165199200703,0.1122414361706632,0.09687722578854278,0.08494590877579132,0.12198972377712179,0.09505114569141529,0.13122193599543214,0.14718739601373407,0.09587932744211076,0.06547984231333026,0.06544401714501666,0.11314436010214343,0.1146580585118732,0.11169878029035765,0.108607631581679,0.1633092003020637,0.1725324050726192,0.17266749631378867,0.15359663845694718,0.1508381553767082,0.07939327482294882,0.08266040694648617,0.14865366407847277,0.2160299558300997,0.07615186382417494,0.07833248113961801,0.1306673197340027,0.12428073853127589,0.05741158256681786,0.06426234804873358,0.07759587289452037,0.11260773301612319,0.1389890456656381,0.08490980976991706,0.02575654177109616,0.0820550994051361,0.09064404135398722,0.12508657762072078,0.027450719502894634
Intrinsic Value: Projected FCF,0.001287737064071081,0.005434893439513832,0.009123158636411423,0.001975404491749523,0.047111716839815194,0.021955243359075654,-0.022265128093889645,0.0615097493797098,0.005780395901503566,-0.017785263330452626,0.011170410913924862,-0.007852036114148803,0.0017714021731458723,0.006468593563263391,-0.006889354623571878,0.00537884143701489,0.01087367302231669,0.0074454253384939615,0.015267882559600782,0.002278050472090052,0.001686427469203982,-0.02298110424748651,-0.01705246660105317,0.025444740345478757,0.03596967534616645,0.04129708914613205,-0.008245191086259047,0.04397758180365872,0.00906502013099401,-0.00021192584714712758,0.011572388553538485,-0.023905063437540383,-0.023784853583481806,-1.961142764327897e-05,0.0042093315376614485,0.00412925519279469,0.017646794521113018,0.01394633387776139,0.036035739598140874,0.038404820677717236,0.07921655424840096,0.04171085576493239,0.018291415301226306,0.006730129141127771,-0.09634559146683097,0.06607507151399405,-0.0015308907227819177,-0.005199115271687655,0.053331818650473435,0.05286940160025119,-0.003044006944947106,-0.01055582258316401,-0.003577592467256836,0.03543939166325111,0.013749485676552042,-0.020226950183549065,-0.07216172791311008,0.005405700292089141,-0.0118323457993352,0.017025721374024468,-0.05315459937111016
Median PS Value,-0.02148785196962588,-0.03056019712525801,-0.015575089943969897,0.010069920347928089,0.030017932357989434,-0.01795547616589379,-0.06622753442702521,0.005994661294262181,-0.0209190875308817,-0.028712280750323112,-0.02192823881278309,-0.029823535276908442,-0.03035080906846394,-0.0093365873757844,0.011212916612786573,-0.006057046633671744,-0.00448156022785184,0.005918565008639911,0.00492470595825044,0.010596490314067302,-0.010416991277721303,-0.010460260501239979,-0.010073621795037895,0.0221123674091527,0.04498570067773428,0.028407034610838763,-0.0203872089327853,0.026395493945423235,-0.03775435239245458,-0.013294583243954092,0.009708143896255555,-0.015705348988224833,-0.014366679672105647,0.005106571644646884,0.0017432310181581144,-0.0008917229367782392,0.020474345024831614,-0.007662077024457159,0.023435036695344993,-0.01029691884883993,-0.002518114173831322,-0.04812339898737246,-0.020866978231173335,0.00155569829514859,-0.09085608762842422,0.03735079593752147,-0.031351830915081626,-0.03362718496627825,0.05850920114174101,0.0560265837920578,-0.007225031485830657,-0.029582927417917675,-0.014749888348140472,0.019457628893266448,-0.003403671491738044,-0.0014118475708554427,-0.0561084339963992,-0.005582214361440361,-0.011661440194322113,0.010907003440282007,-0.03189166459531007
Peter Lynch Fair Value,0.006636081702952396,0.011395414824596802,-0.016248354354223626,-0.012108344096083197,0.05121396637769523,0.01685167249581036,-0.05391953379385131,0.01603694985279775,-0.022898339043179707,0.020486632162521765,-0.012493017055996867,0.006218427508107153,0.005093928067718883,-0.007137970852492194,-0.011968677274421573,0.0036144498292041425,-0.009603349907136034,-0.009794800051498284,0.0016670439592005944,0.020809709034320684,0.01809440658152226,-0.0046405815948283875,-0.0028058135625520474,-0.003110783512873287,0.018385705554885768,0.008395111457463201,0.010336090557187011,0.05269458971357039,0.020368845096915302,0.0769195379826498,-0.008253975957634642,0.0011435236978480042,0.0038903276741040983,0.012687080750434628,-0.00013005662989918872,-0.001620327679756398,0.0007359709031920054,0.04013314665789862,0.033980981209747414,0.024794879651297237,0.02504693296784983,0.05531341741224943,0.024054015251787717,0.01180418325458996,-0.08321642131141241,-0.018937751793988215,0.007890814854169629,0.007212133472429109,0.055881312006576506,0.054573106488498335,-0.030103341947881217,0.018084769557425513,-0.004410922658528112,0.032575243134704404,0.03471411051621646,-0.010708100776222012,-0.03790669132890301,0.003403676368942357,-0.0014492873861445144,0.019925322368729795,0.02870558355339429
Graham Number,-0.03231446613073501,-0.030480140309307346,0.003821820138636386,-0.0013438057311064065,0.027108143342147683,0.0032967003070758236,-0.08932919205674802,0.01015493425905097,-0.015745529480769915,-0.0403907067289004,-0.017303289190078258,-0.028609718476175588,-0.030270752252513272,-0.030252238207236652,-0.025509164244966052,-0.0005515694694192522,-0.028718198370093616,-0.028909427132427078,-0.016203840960978468,-0.003649904483902507,-0.05250968472337415,-0.04362292577286676,-0.04252194953469232,-0.009863282067327322,0.002473196223220914,-0.0053419447314353545,-0.030625103623294528,0.015510537920337427,0.016737387479993183,0.05946490633548812,0.01929715177568037,-0.006454528254199919,-0.007463356852057243,-0.013533824447083238,-0.02318517632853985,-0.012312151714782815,0.005136744567735897,0.00434307859023867,0.0017231372417758272,-0.004505419782363355,0.02495239653536854,0.028674655070387273,-0.0334050138430903,0.023618356811865835,-0.10352183843032345,0.047117126471618996,-0.021088314816533865,-0.023007836232167053,0.044990707468972164,0.03505191490625885,-0.024854516701153573,-0.026445533138219044,-0.028488915493384153,-0.0032702019817716487,-0.011980361895489624,-0.025447745375325792,-0.06507372921046937,-0.005213508730228346,-0.015717463027175617,0.0003382916301045443,-0.06285847929450325
Earnings Power Value (EPV),0.02586727790943838,0.020532989118373746,-0.0017187334526366262,0.026749102926648515,0.060023170771823876,0.05488436609233044,0.147549464354348,0.10292883236982556,-0.004460901093387887,0.03841647284983925,0.0042341805020821455,0.02463835258652367,0.020436660179071767,0.03997661977313702,0.029159217654603185,0.04929625442645808,0.02595271555205499,0.027080461540000007,0.044742315647318724,0.015007707452599224,0.0355623569390975,0.021434832534410826,0.03530236946079003,0.04735024577215559,0.04914191911487132,0.04906917288506089,0.03624327702665455,0.06352819713147657,0.06602330840262766,0.03258017401107913,0.05034267171722909,0.020198374970850738,0.025505781725369905,0.051118445042318744,0.06780545874454355,0.06699180102816464,0.05609791798366059,0.06554187323564262,0.08479152205374135,0.09400036762304984,0.14408467709823344,0.11259578326326522,0.06266577653408223,-0.00034271787001520027,0.10123615391675735,0.13855170197922123,0.04283655926921254,0.04809765942307804,0.06442477088196999,0.06300834119941986,0.01796309102425293,0.050792588678486524,0.037549365991041125,0.06479157413159085,0.08527834343636877,0.03290558963476025,0.01319873507243494,0.027227386034697036,0.048822506730714435,0.018782992188521325,0.007948964696544797
Altman Z-Score,-0.020682252459297685,-0.02307665225535049,-0.02244288387888131,-0.021098559537648956,0.01951534103941275,-0.015961820473559426,-0.09275410206201212,0.007852287793867397,-0.014730478299612956,-0.023660211954454176,-0.021622708397793525,-0.022456610482513566,-0.023496429698125088,-0.0425323324171547,-0.003561063977691183,0.0072622149461559725,-0.019983163717774772,-0.009779789599025639,0.01189950825028644,0.009562979274834764,-0.023374565231760066,-0.02272122579168464,-0.023138934588336234,0.010727293797756072,0.02469739191024793,-0.015755031826687096,-0.015004351407378515,0.0340756756452157,-0.018881175061187194,0.06506923796690009,0.022718271573731602,-0.0013157888434919612,-0.0051446387368679364,-0.03751778039001891,0.000839078350441108,0.0007526631354357158,-0.0019662000247455567,0.005365077087096664,0.022285457464846607,-6.0519770644632074e-05,0.01462719332194197,-0.001113040487114962,-0.038515342505040656,0.017695043310955585,-0.09544517691634444,0.055945705654534945,-0.014343265682721035,-0.021660239530849598,0.04769837853774333,0.046948715603744764,-0.01540004972961857,-0.007587927606794559,-0.015566685456237806,0.002856930262411337,0.013195777132297665,-0.014162085946675418,-0.06431126167705899,-0.0090798559266498,-0.020797142286305827,0.022343051254959015,-0.014373908168232093
Piotroski F-Score,0.05252744292887746,0.05007678396607499,0.06591674697739691,0.05293751991638811,-0.03926205272223603,-0.033357165300259756,-0.06563702447323543,-0.06243454738087416,0.052131001002036194,0.008474612102020837,0.028673724237900943,0.08286971424712276,0.05007678396607499,0.002625182330584561,0.06716089065429912,-0.04114683009115008,-0.0513838864142772,-0.05658712357953776,-0.04003469083111535,-0.028945137507792762,-0.041870796055918945,0.0043383046278765445,0.036055561340964035,-0.03730273307129487,-0.03170658508905189,-0.03736199215578144,-0.03628825074138056,-0.030303674425303805,-0.03700278943371479,-0.0006181276907152302,-0.052645908970942866,0.07345639581244068,0.07318158433620844,-0.06412738262776198,-0.040830215873312245,-0.04346637072209056,-0.048541976739641265,-0.03668418130697121,-0.07286527399228435,-0.10717159895148953,-0.10540203941422598,-0.07697098856650443,-0.05861100982742185,-0.01655874904345849,-0.0765594820289919,-0.06402198699810918,-0.02867081833409212,-0.024710205591290637,-0.026154900556322826,-0.020680757887335654,-0.05350783476129843,0.007653399484255607,0.00030945849563374984,-0.04034908109523524,0.046044972880316934,-0.013778969547443004,0.0181443333957335,-0.05004136876898218,-0.012652249185079033,-0.03331275179417899,0.036229764411957216
Beneish M-Score,0.0054957109494008305,0.019430115193542718,0.044504057850072616,0.08694682884558162,0.0766785536310479,0.0966302503515321,0.125224732756063,0.03143540550730717,0.040878915072604674,0.06272748025251783,0.02151507504901579,0.005717428422496391,0.009326531157168003,0.05140061454368474,0.08464700492230613,0.058881223730313514,0.051716127081250396,0.05681645466333857,0.09123198798997077,0.049462457858162605,0.06548029665067132,0.055680588940834094,0.032581834689510154,0.08411698062448078,0.10202784901190644,0.07063019757233223,0.1245337156122748,0.11148573008218528,0.13288547527660619,0.018529016468130665,0.10296562090120827,0.03485704419278797,0.06347472040075516,0.09708037140818555,0.08572676936851148,0.12251654379711324,0.08174667462903226,0.14152388531151183,0.14430246475139946,0.10439040907440933,0.15064878126694967,0.0996052953170406,0.016908796975463644,0.038217501313346725,0.1688897630588311,0.25819409797550036,0.05776331574670523,0.048984077941568144,0.1472530075955212,0.11597272928563492,0.06549052717421232,0.09363199303481186,0.047621956179520926,0.08049684585645576,0.12029250179350168,0.056671634883156005,0.04926902196171826,0.019567407930989846,0.0523376107176953,0.087441500738523,0.046718981974089774
Scaled Net Operating Assets,0.05343504464767237,0.09197885380388648,0.048128393189495376,0.021707373654604394,0.0468210737163401,0.12251413971400313,0.20028044074886128,-0.006148933201130842,0.010086756286459293,-0.019204814881174946,0.05353218779377668,0.04396997211271818,0.11459938409553966,0.06566081406521646,0.027788342066776463,0.037733084128989194,0.07451131512848042,0.07598068350440118,0.09303101348588776,0.0515048315249826,0.03866753667665341,0.02017843455543198,0.015162285599536057,0.07293270943856364,0.0871783608770187,0.09311815472460923,0.07964126947847769,0.10638989547936396,0.05161915016571686,0.06470507622702393,0.055848634478923784,0.015061529458305224,0.017205520238429674,0.03771326170507987,0.04180864295985643,0.04342904511065126,0.10099319482254977,0.10731684957326168,0.1389812700890944,0.13583004927124728,0.14892687151965858,0.12322049207052663,0.052625078802854386,0.04973382528296524,0.09978785987798663,0.17950891732432353,0.049393097760116994,0.04718416179547004,0.09468881288166146,0.0946951545065763,0.028507893605594168,0.024574667970747387,0.026256559031630287,0.08343944649424893,0.06817523264246923,0.029025711161376637,-0.04285299455951805,0.029764012835778866,0.03380500461931523,0.05317929995732541,-0.019380381503101268
Sloan Ratio %,-0.007429673368016159,-0.0037523335808026994,-0.011310395869604657,-0.005517182948649306,0.022293559709402756,0.03504637744549913,0.06949644749643136,-0.010945254422182794,-0.01549207823448362,-0.006810971538114805,-0.004441387454318528,-0.004673292233054217,-0.0016049675322775021,0.009680603327767729,0.004303565185441938,0.0011108615447835276,0.01979903034373586,0.015246540353443225,0.031989289320716235,0.03223459652870214,0.006729542763640764,-0.00146151417204104,-0.002575165246881894,0.017223004604845403,0.027250907698764225,0.020034211281789456,0.03396889607107179,0.031646391531047924,-0.029828022220221503,0.008942544803760048,0.025778105368006593,-0.0067674177648793694,-0.007422763530766038,0.017592639950415098,0.0404307038160309,0.03785235737034013,0.01977067919777403,0.06462679937649501,0.07666994026414631,0.040064294518938524,0.08175302226746048,0.059056978851891574,0.018799309396568133,-0.02440277655523416,-0.02521513382573554,0.11280133652644714,0.01360105903739316,0.012515824117394277,0.04323595927212537,0.04010703355996156,-0.0035244548236740905,0.01983481036589944,0.009166086391382462,0.030299587283471624,0.058522593587978185,0.01444895463383174,-0.011087339864162181,0.009552532469607621,0.005397498460789905,0.009904622844265921,-0.022157975818963144
Current Ratio,-0.023474973635764396,-0.025866968350331573,-0.012667081448202215,-0.029533196637206063,0.009338966677874403,0.020916057464380557,-0.04204294224845391,0.03701667328623558,-0.010299516645301075,-0.03511763061970584,-0.012622746214137271,-0.02157177494477398,-0.02181343390918021,-0.04692452928149575,-0.026517845639981587,-0.030511699342263675,0.007082214600136588,0.017386095894153283,0.032703087246543076,0.04044666560371031,-0.005452949473682611,-0.0613187937437984,-0.06041245642164602,0.009316926073952299,0.013513057149068516,0.011179656871375432,-0.003826788575801863,0.01711806394088048,-0.015130743943172056,0.07504178005061635,-0.02520052319556554,-0.025144175844795308,-0.019424995906002936,-0.014141978621295185,-0.009130906082084507,-0.0025407312962205256,0.009783551267097021,0.005912033950764941,0.04744258246829925,0.02111402261045826,0.0441992626142335,0.06941068026195445,0.012653834688456786,0.07570359388130486,-0.03701055497155473,0.08750475041634338,-0.05484064675019512,-0.05386973180022393,0.025234015086624272,0.020952555351887128,-0.035719617654171885,-0.03978366231952045,-0.056522912122652466,0.0034606894127520624,-0.04631524996469253,-0.05889418398451204,-0.041465647763281946,0.021569616466903852,-0.057937668601918,0.03502055082832513,0.058131566748975586
Quick Ratio,-0.027320088867686977,-0.02642934196695129,-0.026443708928158786,-0.036154242912598944,-0.0036306518240808512,0.009316681853008678,-0.09448995905238351,0.03786038436559452,-0.04135904755267961,-0.07460561245459006,-0.027183248428998222,-0.02605919530713629,-0.026567662040026436,-0.060426013714281655,-0.039641215149579016,-0.05223339919755526,0.012184498229478955,0.010192491169738443,0.020919594910800525,0.03757542303345011,-0.021347189951216632,-0.07172088929298576,-0.07180033614579488,-0.009544375348096785,-0.0011187827868427572,0.002480655082803703,-0.021936765946740967,-0.0014397675108252816,-0.009472983771500187,0.07923262925527512,-0.04648387754116101,-0.023431651718599643,-0.018049067616045748,-0.019099385981734895,-0.009628834976443006,-0.011913396163603904,-0.01644162262445662,0.0067775619491595215,0.022453357473149353,0.014566604413668291,0.03727975890333978,0.038293816924808495,0.0022879359363419966,0.03532675093079217,-0.08605766719361929,0.03862410471289548,-0.051675864392990795,-0.05475807064654616,0.0032122807596510496,-0.0010726270057375533,-0.046926571566991815,-0.05673899379507044,-0.06642411512624627,-0.009045385796854379,-0.045620320819055316,-0.05734175215480118,-0.04183266001422099,0.020524826269477645,-0.05876759974956381,0.027739313586002033,0.026007692609346912
Cash Ratio,0.057619179209708826,-0.024453922903480474,0.07242726942131,-0.05578842448425678,0.0251073670546993,0.0939824143121797,0.011981164261052741,0.03760092054592764,-0.019807139463472033,-0.05545577507286865,0.07282378232602776,0.0630861219568912,-0.025824334705638538,0.02070800376444657,0.030439034576591053,0.030737084638300174,0.003909322594307627,0.005523562041034213,0.04613033383156148,0.11693576835097008,0.0012111597027024005,-0.06985602368960322,-0.04445189213317077,0.01983559294423673,0.07802747148371836,-0.005451527461169176,-0.014992338892209897,0.0048613115526242034,0.03438098146222297,0.12852834382331535,-0.031952664568701994,-0.014690927346062498,0.05444849975785413,0.027668561352176466,0.04580332596564397,0.05485177787013432,-0.007859651481940252,0.08132536379700188,0.1569463504690443,0.13452080040756992,0.014392361611815764,0.06538299003758048,-0.00897035234567301,0.03203106978827224,-0.08548402514768302,0.0221024749815744,0.033937937089175516,0.022050399150378115,0.0003459173760625516,-0.005177226038070619,-0.049844128670721286,-0.049923222392794835,0.03479058006482605,0.006358549594407528,0.052059306252962484,-0.027616181369630764,0.041823992593121834,0.004645092959748768,-0.006445123308028916,0.09677697478571584,0.12602172118649813
Interest Coverage,0.09625651261141302,0.06594654284464506,0.023972319752166203,0.05554436128973365,0.17335777301811006,0.1596535857782761,0.08288594583835378,0.08476743111237153,0.08245800102902974,0.1336823842126331,0.053425995814406,0.060829425372232404,0.05636476955231131,0.0860270230978737,0.008167086051959167,0.1068073127351238,0.10680063607280804,0.11051868318670617,0.16090382387958146,0.13597858202880922,0.21179954329509823,0.10352530277820507,0.11916109408769697,0.1424910086624743,0.1342199799416568,0.09804958065763167,0.12218364296706817,0.03581103233378113,0.22983577413445386,0.12805472034906357,0.1611121525514834,0.13583769837317541,0.12703971514107718,0.1756424085286918,0.20089447114956024,0.19993127942728223,0.16386466451526793,0.12667092044730843,0.09005150670265565,0.07143239514609415,0.05968475594945411,0.06732100860123476,0.15129950013665827,0.08647255054028812,0.19125699331997237,0.01753235268443223,0.04770215141572565,0.04745192530796211,0.0618464009961019,0.06035549754392151,0.05420720187454105,0.07760833673507553,0.11851384982907213,0.07491557197443864,0.09216533971702359,0.07324090820734104,0.1132303477929464,0.22520537164020335,0.05477003902972924,0.04583737091398857,0.08169297300263581
Highest Stock Price,-0.021644714770800634,-0.01809465065690182,-0.029257744182703927,-0.00844609164919359,0.05345576827693917,0.0035569850615467394,0.060985364152615344,0.039009688917701464,-0.028901838297126822,-0.00029451137042086316,-0.028374926073200274,-0.018567593363881762,-0.020131592328218054,0.0012821733102131505,-0.008360655389725219,0.017086977218799607,-0.011453892024357308,-0.00877779201980564,0.006869995864978253,0.024878263273966035,0.0070874738254732735,0.01158242301928845,0.010067859483562248,0.017513008526299383,0.02556539271181788,0.01907020916238366,-0.01239784818062803,0.026080415293031192,0.016268799012339043,0.008214056024761869,0.0192924366659493,-0.0014197591576627978,0.000466121848942323,0.009312458791078577,0.0005464718771038763,0.0019944353061545866,0.018944024524615577,0.023347428555856427,0.030657312725519636,0.0275018637356529,0.014590040870614667,0.03731958306095186,0.015021535119045672,-0.03579076051753663,-0.054740923437873235,0.13858221403040064,0.024106181074393274,-0.0020195269779357595,0.035269297055656415,0.025610767637267332,-0.009037290557628221,-0.018189037850198556,0.0291755627006984,0.021045671276899325,0.03227972810229064,0.004895678463698462,-0.06020160579137202,0.009602100913384764,0.005269432224155544,0.02519869556300738,-0.052518314382523315
Lowest Stock Price,-0.02256277875057884,-0.028947637098445618,-0.018986848279772876,-0.02307088855243909,0.02804280041201323,-0.0009246105162951579,0.026223169531134273,0.07217729037412278,-0.01650613687344323,-0.016964178924375843,-0.02872904670224892,-0.015036565540087383,-0.0313457376627791,-0.0033196971605731667,-0.01671145428742909,0.007705429891676471,-0.007035932049634717,-0.004477523269512318,0.011388942188049981,0.009198288195953981,0.0026838605546490725,-0.007124498136584282,-0.009198154515462196,0.026316897187753572,0.031795037527431305,0.01781252000361102,-0.011621961171581544,0.02819449527896081,-0.0005450685049392406,0.005341213027284504,0.018034283077637638,-0.00641575486701001,-0.015399096778223978,0.009524717901231666,0.009653103622017243,0.008437511569670516,0.011595024607893667,0.02165160570889114,0.03839694873529821,0.02646517046263069,0.050922101431540356,0.039826841125772054,0.014249960737285653,0.0028855135778446525,-0.05655649685079589,0.163285347209591,0.006625613046288568,-0.004959933449338218,0.03433183594076959,0.0340737697476443,-0.004548581137420606,-0.0011367620511171517,0.02057391619744404,0.02597361978471974,0.01880942504611209,-0.008638899393995739,-0.06028681545843865,0.010686881074059237,-0.005799375480332827,0.01554357896275113,-0.04440046623568335
Shares Buyback Ratio %,0.08516350907259253,0.06406099163203322,0.018997200349109417,0.02249239695539175,0.05926769850205502,0.03727261196011306,0.0488547314409469,0.10366326858080673,0.012694118293328328,0.008537552203195837,0.024547009654329065,0.07985177491847298,0.06295730874047575,-0.010104544447790216,0.024403854028807296,0.003368698445637765,0.016239202390148054,0.015982042904128566,0.03721238365738101,0.055681162621116456,0.023968798597235053,0.011486497230195465,0.0023425948252695315,0.011360739743574115,0.02139192267240017,-0.003322710592110538,0.0032811199574924554,0.04579195057051941,-0.01822899923187058,0.12369468624391261,0.03264428004519892,0.018108844859984163,0.016664577754395348,0.032598594502777314,0.015341772699099141,0.02123206414825757,0.052168411523775014,0.06348423248757573,0.022799358827707394,0.035802959630463066,0.06418765659946157,0.14559457117116503,0.000455727646058641,0.1714519371287592,0.045567906011375954,0.12393211940161751,-0.008728521876959525,-0.004577614889030438,0.06236852673834694,0.06270932396089243,0.014713932124599781,0.04656368561140746,-0.011557951488120357,0.018773601415120373,0.040933247658464685,0.018667242588546698,-0.0035570074005218523,0.04305917096838923,-0.008620214488170262,0.01778469381781674,0.09281487429979227
Buyback Yield %,-0.030008370835464825,-0.028874021796628898,0.031921222739264635,0.055631643065634936,-0.01763372256579217,-0.020664989679576536,-0.03637931644340318,-0.05179913025395146,0.03663452130943341,0.11329506198978295,0.031160957782416485,-0.030008370835464825,-0.028874021796628898,0.028785731614123105,0.04633405123106325,-0.05660190968475767,-0.03848677305256297,-0.043025430900388434,-0.03491976969179117,-0.017628624125366244,-0.018105663475948858,0.02450648553093759,0.08763160644601806,0.0019658180083930183,0.052139525845486076,0.04979197516928998,-0.005910733907492454,0.0006910641478678286,0.004021225672570914,-0.04732225479934415,-0.03389298302108583,-0.0005254238997359595,-0.010753607374377193,0.006278627293721016,-0.004230663475429329,0.009626892176755216,-0.021384283500742902,0.09758467669667312,-0.08061113514544431,-0.07680872090611769,-0.016788975415684127,-0.04134138390898066,0.006251841825808957,-0.021136871090619038,0.021893005347160967,0.06886415887843442,-0.038140180687489804,-0.04525075499165034,0.024061692987629713,0.007110139080096786,-0.048893559426660266,0.05578287442334692,0.11709433760978029,0.006639582668102143,0.0754570957043267,0.05798930772809888,0.10867017667434792,-0.03936318364553668,0.022839079687256545,-0.013458991029339604,-0.09741580693927394
YoY Rev. per Sh. Growth,-0.024879841637530507,-0.010937895462248244,-0.021860408040205698,-0.008372699289989877,0.012376233978100528,0.02918707973766977,0.04702301461137491,-0.019381601833966776,-0.031343897096396796,-0.009151109016088808,-0.0285650852823357,-0.01948584616205849,-0.010773553211445576,0.019216870153440566,0.01646992471994229,0.020391125048308093,0.02239862376680772,0.025493178124254195,0.038583815072212035,0.022113195448616035,0.0439737597689187,0.007875104096200531,0.01500936366434392,0.03256732350061573,0.04464432753057258,0.040271341929524,0.08563527126489007,0.05995000392278086,0.0169029911894769,-0.007748333312634434,0.0055263297515858335,0.006276434960415205,-0.003909589278924834,0.036380486463207115,0.0431988529359237,0.02240453054573479,0.026066818760576375,0.08751366756854191,0.07496268994007162,0.06821307321939973,0.09091627589914657,-9.919665325263793e-06,0.05786753986497781,-0.0344030959443854,0.045135994636945335,0.10288288366943366,0.007701609197655097,0.009910399618584134,0.035348549384663176,0.055990683952645504,2.5745043084661468e-05,0.019390955825462013,0.0043327245124091555,0.02764075987309807,0.07448339405066237,0.0028414450472227246,-0.01550177903678743,0.01852100499069135,-0.004751143180076047,0.012671844743789714,-0.013675876154480297
